form_id,skill_slot,skill_id,skill_name_kr,skill_role,category,axis_primary,axis_secondary,delta_pattern,base_power,pp,affected_axis_count,purity_level,mechanic_link,mechanic_params,route_function,upgrade_rule,temperature_delta,brightness_delta,smell_delta,humidity_delta,sound_delta,design_note
stalker_mantis_d1_0,1,stalker_mantis_d1_0__s1,울림 절삭,capture_core,stimulate,sound,brightness|temperature,raise,5,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,0,2,0,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
stalker_mantis_d1_0,2,stalker_mantis_d1_0__s2,빛 유도,route_bridge,hybrid,brightness,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,0,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
stalker_mantis_d1_0,3,stalker_mantis_d1_0__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,brightness,check,3,3,2,2,ambush_pattern,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,1,0,0,-3,불필요한 축 일부 제거 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d1_1,1,stalker_mantis_d1_1__s1,울림 절삭,capture_core,stimulate,sound,brightness|temperature,raise,5,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,0,2,0,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
stalker_mantis_d1_1,2,stalker_mantis_d1_1__s2,빛 유도,route_bridge,hybrid,brightness,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,0,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
stalker_mantis_d1_1,3,stalker_mantis_d1_1__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,brightness,check,3,3,2,2,ambush_pattern,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,1,0,0,-3,불필요한 축 일부 제거 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d1_2,1,stalker_mantis_d1_2__s1,울림 절삭,capture_core,stimulate,sound,brightness|temperature,raise,5,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,0,2,0,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
stalker_mantis_d1_2,2,stalker_mantis_d1_2__s2,빛 유도,route_bridge,hybrid,brightness,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,0,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
stalker_mantis_d1_2,3,stalker_mantis_d1_2__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,brightness,check,3,3,2,2,ambush_pattern,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,1,0,0,-3,불필요한 축 일부 제거 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d2_0,1,stalker_mantis_d2_0__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stalker_mantis_d2_0,2,stalker_mantis_d2_0__s2,빛 유도,route_bridge,hybrid,brightness,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stalker_mantis_d2_0,3,stalker_mantis_d2_0__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,ambush_pattern,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d2_1,1,stalker_mantis_d2_1__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stalker_mantis_d2_1,2,stalker_mantis_d2_1__s2,빛 유도,route_bridge,hybrid,brightness,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stalker_mantis_d2_1,3,stalker_mantis_d2_1__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,ambush_pattern,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d2_2,1,stalker_mantis_d2_2__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stalker_mantis_d2_2,2,stalker_mantis_d2_2__s2,빛 유도,route_bridge,hybrid,brightness,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stalker_mantis_d2_2,3,stalker_mantis_d2_2__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,ambush_pattern,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d2_3,1,stalker_mantis_d2_3__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stalker_mantis_d2_3,2,stalker_mantis_d2_3__s2,빛 유도,route_bridge,hybrid,brightness,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stalker_mantis_d2_3,3,stalker_mantis_d2_3__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,ambush_pattern,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d2_4,1,stalker_mantis_d2_4__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stalker_mantis_d2_4,2,stalker_mantis_d2_4__s2,빛 유도,route_bridge,hybrid,brightness,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stalker_mantis_d2_4,3,stalker_mantis_d2_4__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,ambush_pattern,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 매복 패턴 읽기 메커닉 반영
stalker_mantis_d2_5,1,stalker_mantis_d2_5__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
stalker_mantis_d2_5,2,stalker_mantis_d2_5__s2,빛 유도,route_bridge,hybrid,brightness,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
stalker_mantis_d2_5,3,stalker_mantis_d2_5__s3,매복 패턴 읽기 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,ambush_pattern,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 매복 패턴 읽기 메커닉 반영
echo_bat,1,echo_bat__s1,울림 절삭,capture_core,stimulate,sound,brightness|temperature|smell,raise,3,5,2,1,,,current_capture,main axis focus strengthens as the form devolves,0,-2,0,0,-3,거친 다축형 / 현재 포획 핵심축 대응
echo_bat,2,echo_bat__s2,빛 유도,route_bridge,hybrid,brightness,smell|humidity,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,-1,-1,0,거친 다축형 / 다음 루트 연결축 준비
echo_bat,3,echo_bat__s3,기억 반향 운용,mechanic_core,hybrid,sound,brightness,check,2,3,2,1,last_skill_echo,"[1, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,0,0,-2,거친 다축형 / 기억 반향 메커닉 반영
echo_bat_d1_0,1,echo_bat_d1_0__s1,빛 절삭,capture_core,stimulate,brightness,humidity|sound,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,2,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
echo_bat_d1_0,2,echo_bat_d1_0__s2,습기 유도,route_bridge,hybrid,humidity,smell,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-1,-1,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
echo_bat_d1_0,3,echo_bat_d1_0__s3,기억 반향 운용,mechanic_core,hybrid,brightness,humidity,check,3,3,2,2,last_skill_echo,"[1, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,1,0,불필요한 축 일부 제거 / 기억 반향 메커닉 반영
echo_bat_d1_1,1,echo_bat_d1_1__s1,빛 절삭,capture_core,stimulate,brightness,humidity|sound,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,2,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
echo_bat_d1_1,2,echo_bat_d1_1__s2,습기 유도,route_bridge,hybrid,humidity,smell,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,-1,-1,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
echo_bat_d1_1,3,echo_bat_d1_1__s3,기억 반향 운용,mechanic_core,hybrid,brightness,humidity,check,3,3,2,2,last_skill_echo,"[1, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,1,0,불필요한 축 일부 제거 / 기억 반향 메커닉 반영
echo_bat_d2_0,1,echo_bat_d2_0__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
echo_bat_d2_0,2,echo_bat_d2_0__s2,습기 유도,route_bridge,hybrid,humidity,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,-2,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
echo_bat_d2_0,3,echo_bat_d2_0__s3,기억 반향 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
echo_bat_d2_1,1,echo_bat_d2_1__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
echo_bat_d2_1,2,echo_bat_d2_1__s2,습기 유도,route_bridge,hybrid,humidity,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,-2,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
echo_bat_d2_1,3,echo_bat_d2_1__s3,기억 반향 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
echo_bat_d2_2,1,echo_bat_d2_2__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
echo_bat_d2_2,2,echo_bat_d2_2__s2,습기 유도,route_bridge,hybrid,humidity,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,-2,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
echo_bat_d2_2,3,echo_bat_d2_2__s3,기억 반향 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
echo_bat_d2_3,1,echo_bat_d2_3__s1,빛 절삭,capture_core,stimulate,brightness,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,-5,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
echo_bat_d2_3,2,echo_bat_d2_3__s2,습기 유도,route_bridge,hybrid,humidity,,raise,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,-2,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
echo_bat_d2_3,3,echo_bat_d2_3__s3,기억 반향 운용,mechanic_core,hybrid,brightness,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-3,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
frost_moth,1,frost_moth__s1,온기 절삭,capture_core,stimulate,temperature,brightness|humidity|sound,raise,3,5,4,1,,,current_capture,main axis focus strengthens as the form devolves,-3,1,0,1,-1,거친 다축형 / 현재 포획 핵심축 대응
frost_moth,2,frost_moth__s2,빛 유도,route_bridge,hybrid,brightness,sound|humidity,convert,2,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,1,1,거친 다축형 / 다음 루트 연결축 준비
frost_moth,3,frost_moth__s3,서리 정지 운용,mechanic_core,hybrid,temperature,brightness,check,4,3,2,1,frost_pause,"[4, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-2,1,0,0,0,거친 다축형 / 서리 정지 메커닉 반영
frost_moth_d1_0,1,frost_moth_d1_0__s1,온기 절삭,capture_core,stimulate,temperature,brightness|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-5,2,0,2,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
frost_moth_d1_0,2,frost_moth_d1_0__s2,빛 유도,route_bridge,hybrid,brightness,sound,convert,3,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-3,0,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
frost_moth_d1_0,3,frost_moth_d1_0__s3,서리 정지 운용,mechanic_core,hybrid,temperature,brightness,check,3,3,2,2,frost_pause,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,1,0,0,0,불필요한 축 일부 제거 / 서리 정지 메커닉 반영
frost_moth_d1_1,1,frost_moth_d1_1__s1,온기 절삭,capture_core,stimulate,temperature,brightness|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-5,2,0,2,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
frost_moth_d1_1,2,frost_moth_d1_1__s2,빛 유도,route_bridge,hybrid,brightness,sound,convert,3,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-3,0,0,1,불필요한 축 일부 제거 / 다음 루트 연결축 준비
frost_moth_d1_1,3,frost_moth_d1_1__s3,서리 정지 운용,mechanic_core,hybrid,temperature,brightness,check,3,3,2,2,frost_pause,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,1,0,0,0,불필요한 축 일부 제거 / 서리 정지 메커닉 반영
frost_moth_d2_0,1,frost_moth_d2_0__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
frost_moth_d2_0,2,frost_moth_d2_0__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
frost_moth_d2_0,3,frost_moth_d2_0__s3,서리 정지 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,frost_pause,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 서리 정지 메커닉 반영
frost_moth_d2_1,1,frost_moth_d2_1__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
frost_moth_d2_1,2,frost_moth_d2_1__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
frost_moth_d2_1,3,frost_moth_d2_1__s3,서리 정지 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,frost_pause,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 서리 정지 메커닉 반영
frost_moth_d2_2,1,frost_moth_d2_2__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
frost_moth_d2_2,2,frost_moth_d2_2__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
frost_moth_d2_2,3,frost_moth_d2_2__s3,서리 정지 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,frost_pause,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 서리 정지 메커닉 반영
frost_moth_d2_3,1,frost_moth_d2_3__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
frost_moth_d2_3,2,frost_moth_d2_3__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
frost_moth_d2_3,3,frost_moth_d2_3__s3,서리 정지 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,frost_pause,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 서리 정지 메커닉 반영
mist_jellyfish,1,mist_jellyfish__s1,습기 정제,capture_core,stimulate,humidity,sound|temperature|brightness,raise,3,5,4,1,,,current_capture,main axis focus strengthens as the form devolves,-1,-1,0,3,-2,거친 다축형 / 현재 포획 핵심축 대응
mist_jellyfish,2,mist_jellyfish__s2,울림 유도,route_bridge,hybrid,sound,brightness|smell,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,-1,0,1,거친 다축형 / 다음 루트 연결축 준비
mist_jellyfish,3,mist_jellyfish__s3,안개 밀림 운용,mechanic_core,hybrid,humidity,sound,check,2,3,2,1,mist_drift,"[1, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,2,-1,거친 다축형 / 안개 밀림 메커닉 반영
mist_jellyfish_d1_0,1,mist_jellyfish_d1_0__s1,습기 정제,capture_core,stimulate,humidity,sound|temperature,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-2,0,0,5,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
mist_jellyfish_d1_0,2,mist_jellyfish_d1_0__s2,울림 유도,route_bridge,hybrid,sound,brightness,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,2,불필요한 축 일부 제거 / 다음 루트 연결축 준비
mist_jellyfish_d1_0,3,mist_jellyfish_d1_0__s3,안개 밀림 운용,mechanic_core,hybrid,humidity,sound,check,3,3,2,2,mist_drift,"[1, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,3,-2,불필요한 축 일부 제거 / 안개 밀림 메커닉 반영
mist_jellyfish_d1_1,1,mist_jellyfish_d1_1__s1,습기 정제,capture_core,stimulate,humidity,sound|temperature,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-2,0,0,5,-3,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
mist_jellyfish_d1_1,2,mist_jellyfish_d1_1__s2,울림 유도,route_bridge,hybrid,sound,brightness,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,0,2,불필요한 축 일부 제거 / 다음 루트 연결축 준비
mist_jellyfish_d1_1,3,mist_jellyfish_d1_1__s3,안개 밀림 운용,mechanic_core,hybrid,humidity,sound,check,3,3,2,2,mist_drift,"[1, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,3,-2,불필요한 축 일부 제거 / 안개 밀림 메커닉 반영
mist_jellyfish_d2_0,1,mist_jellyfish_d2_0__s1,습기 정제,capture_core,stimulate,humidity,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,5,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mist_jellyfish_d2_0,2,mist_jellyfish_d2_0__s2,울림 유도,route_bridge,hybrid,sound,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,2,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mist_jellyfish_d2_0,3,mist_jellyfish_d2_0__s3,안개 밀림 운용,mechanic_core,hybrid,humidity,,check,3,2,1,3,mist_drift,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,3,0,핵심축만 남긴 정제형 / 안개 밀림 메커닉 반영
mist_jellyfish_d2_1,1,mist_jellyfish_d2_1__s1,습기 정제,capture_core,stimulate,humidity,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,5,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mist_jellyfish_d2_1,2,mist_jellyfish_d2_1__s2,울림 유도,route_bridge,hybrid,sound,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,2,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mist_jellyfish_d2_1,3,mist_jellyfish_d2_1__s3,안개 밀림 운용,mechanic_core,hybrid,humidity,,check,3,2,1,3,mist_drift,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,3,0,핵심축만 남긴 정제형 / 안개 밀림 메커닉 반영
mist_jellyfish_d2_2,1,mist_jellyfish_d2_2__s1,습기 정제,capture_core,stimulate,humidity,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,5,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mist_jellyfish_d2_2,2,mist_jellyfish_d2_2__s2,울림 유도,route_bridge,hybrid,sound,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,2,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mist_jellyfish_d2_2,3,mist_jellyfish_d2_2__s3,안개 밀림 운용,mechanic_core,hybrid,humidity,,check,3,2,1,3,mist_drift,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,3,0,핵심축만 남긴 정제형 / 안개 밀림 메커닉 반영
mist_jellyfish_d2_3,1,mist_jellyfish_d2_3__s1,습기 정제,capture_core,stimulate,humidity,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,5,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mist_jellyfish_d2_3,2,mist_jellyfish_d2_3__s2,울림 유도,route_bridge,hybrid,sound,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,2,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mist_jellyfish_d2_3,3,mist_jellyfish_d2_3__s3,안개 밀림 운용,mechanic_core,hybrid,humidity,,check,3,2,1,3,mist_drift,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,3,0,핵심축만 남긴 정제형 / 안개 밀림 메커닉 반영
vine_spider,1,vine_spider__s1,울림 절삭,capture_core,stimulate,sound,brightness|smell|humidity,raise,3,5,4,1,,,current_capture,main axis focus strengthens as the form devolves,0,-1,1,1,-3,거친 다축형 / 현재 포획 핵심축 대응
vine_spider,2,vine_spider__s2,빛 유도,route_bridge,hybrid,brightness,temperature|smell,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,-1,0,0,거친 다축형 / 다음 루트 연결축 준비
vine_spider,3,vine_spider__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,brightness,check,3,3,2,1,web_anchor,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,0,0,-2,거친 다축형 / 거미줄 말뚝 메커닉 반영
vine_spider_d1_0,1,vine_spider_d1_0__s1,울림 절삭,capture_core,stimulate,sound,brightness|smell,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-2,2,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
vine_spider_d1_0,2,vine_spider_d1_0__s2,빛 유도,route_bridge,hybrid,brightness,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,0,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
vine_spider_d1_0,3,vine_spider_d1_0__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,brightness,check,3,3,2,2,web_anchor,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,0,0,-3,불필요한 축 일부 제거 / 거미줄 말뚝 메커닉 반영
vine_spider_d1_1,1,vine_spider_d1_1__s1,울림 절삭,capture_core,stimulate,sound,brightness|smell,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-2,2,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
vine_spider_d1_1,2,vine_spider_d1_1__s2,빛 유도,route_bridge,hybrid,brightness,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,0,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
vine_spider_d1_1,3,vine_spider_d1_1__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,brightness,check,3,3,2,2,web_anchor,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,0,0,-3,불필요한 축 일부 제거 / 거미줄 말뚝 메커닉 반영
vine_spider_d1_2,1,vine_spider_d1_2__s1,울림 절삭,capture_core,stimulate,sound,brightness|smell,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,0,-2,2,0,-5,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
vine_spider_d1_2,2,vine_spider_d1_2__s2,빛 유도,route_bridge,hybrid,brightness,temperature,convert,1,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,-1,0,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
